canonical_smiles,molecule_chembl_id,pchembl_value,bioactivity_class
COc1ccc(S(=O)(=O)N(OC(C)C)C(C(=O)NO)C(C)C)cc1,CHEMBL442057,6.43,1.0
COc1ccc(S(=O)(=O)N(OC(C)C)[C@@H](C(=O)NO)C(C)C)cc1,CHEMBL1090035,6.77,1.0
COc1ccc(S(=O)(=O)N(c2c(C)cc(-c3cccc(C(F)(F)F)c3)cc2C(=O)NO)N(C)C)cc1,CHEMBL5278767,8.7,1.0
COc1ccc(S(=O)(=O)N2CC(=O)N(O)C(=O)[C@H]2C(C)C)cc1,CHEMBL1939844,6.16,1.0
COc1ccc(S(=O)(=O)N2CC(C)(C)C(CCSCc3ccccc3)C2C(=O)NO)cc1,CHEMBL5289570,9.05,1.0
COc1ccc(S(=O)(=O)N2CC(C)(C)C(CO)[C@@H]2C(=O)NO)cc1,CHEMBL322888,7.3,1.0
COc1ccc(S(=O)(=O)N2CC(C)(C)C(COCc3ccccc3)[C@@H]2C(=O)NO)cc1,CHEMBL322412,8.04,1.0
COc1ccc(S(=O)(=O)N2CC(C)(C)C(CSCCc3ccccc3)[C@@H]2C(=O)NO)cc1,CHEMBL102698,8.55,1.0
COc1ccc(S(=O)(=O)N2CC(C)(C)C(CSCc3ccccc3)[C@@H]2C(=O)NO)cc1,CHEMBL102415,9.05,1.0
COc1ccc(S(=O)(=O)N2CC(C)(C)C([C@@H](O)CSc3ccccc3)[C@@H]2C(=O)NO)cc1,CHEMBL105962,8.44,1.0
COc1ccc(S(=O)(=O)N2CC(C)(C)C([C@H](O)CSc3ccccc3)[C@@H]2C(=O)NO)cc1,CHEMBL420657,9.05,1.0
COc1ccc(S(=O)(=O)N2CC(C)(C)CN(S(=O)(=O)c3ccc(OC)cc3)C2C(=O)NO)cc1,CHEMBL115727,8.57,1.0
COc1ccc(S(=O)(=O)N2CC(O)CN(S(=O)(=O)c3ccc(OC)cc3)C2C(=O)NO)cc1,CHEMBL118744,8.33,1.0
COc1ccc(S(=O)(=O)N2CC3(CN(S(=O)(=O)c4ccc(OC)cc4)C2C(=O)NO)SCCCS3)cc1,CHEMBL118848,7.81,1.0
COc1ccc(S(=O)(=O)N2CCCC(C)(C)CC2C(=O)NO)cc1,CHEMBL5284688,9.3,1.0
COc1ccc(S(=O)(=O)N2CCCCC(C)(C)[C@@H]2C(=O)NO)cc1,CHEMBL140152,9.3,1.0
COc1ccc(S(=O)(=O)N2CCCCCSC(C)(C)[C@@H]2C(=O)NO)cc1,CHEMBL441662,8.43,1.0
COc1ccc(S(=O)(=O)N2CCCN(C(=O)C(C)(C)C)CC2C(=O)NO)cc1,CHEMBL328255,8.32,1.0
COc1ccc(S(=O)(=O)N2CCCN(C(=O)CN)CC2C(=O)NO)cc1.Cl,CHEMBL538028,6.8,1.0
COc1ccc(S(=O)(=O)N2CCCN(C(=O)CNC(=O)OC(C)(C)C)CC2C(=O)NO)cc1,CHEMBL88559,7.64,1.0
COc1ccc(S(=O)(=O)N2CCCN(C(=O)N[C@@H](C)c3ccccc3)CC2C(=O)NO)cc1,CHEMBL310649,8.04,1.0
COc1ccc(S(=O)(=O)N2CCCN(C(=O)Nc3ccccc3)CC2C(=O)NO)cc1,CHEMBL313168,7.75,1.0
COc1ccc(S(=O)(=O)N2CCCN(C(=O)OC(C)(C)C)CC2C(=O)NO)cc1,CHEMBL310655,8.04,1.0
COc1ccc(S(=O)(=O)N2CCCN(C(=O)c3ccc(OC(F)(F)F)cc3)CC2C(=O)NO)cc1,CHEMBL329558,8.4,1.0
COc1ccc(S(=O)(=O)N2CCCN(C(=O)c3ccccc3)CC2C(=O)NO)cc1,CHEMBL327621,8.7,1.0
COc1ccc(S(=O)(=O)N2CCCN(C(=O)c3ccccc3-c3ccccc3)CC2C(=O)NO)cc1,CHEMBL327442,8.48,1.0
COc1ccc(S(=O)(=O)N2CCCN(Cc3ccccc3)CC2C(=O)NO)cc1,CHEMBL419868,7.51,1.0
COc1ccc(S(=O)(=O)N2CCCN(S(=O)(=O)c3ccc(OC)cc3)C2C(=O)NO)cc1,CHEMBL333729,8.41,1.0
COc1ccc(S(=O)(=O)N2CCCNCC2C(=O)NO)cc1.Cl,CHEMBL539787,7.22,1.0
COc1ccc(S(=O)(=O)N2CCCS(=O)(=O)C(C)(C)[C@@H]2C(=O)NO)cc1,CHEMBL342210,8.44,1.0
COc1ccc(S(=O)(=O)N2CCCSC(C)(C)[C@@H]2C(=O)NO)cc1,CHEMBL140970,8.72,1.0
COc1ccc(S(=O)(=O)N2CCCSC(C)(C)[C@H]2C(=O)NO)cc1,CHEMBL1234370,5.86,1.0
COc1ccc(S(=O)(=O)N2CCC[C@@H]2C(=O)NO)cc1,CHEMBL4750308,7.66,1.0
COc1ccc(S(=O)(=O)N2CCN(/C(S)=N/Cc3ccccc3)CC2C(=O)NO)cc1,CHEMBL126388,8.18,1.0
COc1ccc(S(=O)(=O)N2CCN(C(=O)C3CCCCC3)CC2C(=O)NO)cc1,CHEMBL340923,8.74,1.0
COc1ccc(S(=O)(=O)N2CCN(C(=O)COc3ccccc3)CC2C(=O)NO)cc1,CHEMBL338077,8.52,1.0
COc1ccc(S(=O)(=O)N2CCN(C(=O)N3CCN(C)CC3)CC2C(=O)NO)cc1,CHEMBL338223,8.3,1.0
COc1ccc(S(=O)(=O)N2CCN(C(=O)N3CCOCC3)CC2C(=O)NO)cc1,CHEMBL125384,8.08,1.0
COc1ccc(S(=O)(=O)N2CCN(C(=O)NCCc3ccccc3)CC2C(=O)NO)cc1,CHEMBL125755,8.44,1.0
COc1ccc(S(=O)(=O)N2CCN(C(=O)NCc3ccccc3)CC2C(=O)NO)cc1,CHEMBL127093,8.42,1.0
COc1ccc(S(=O)(=O)N2CCN(C(=O)Nc3cccc(OC)c3)CC2C(=O)NO)cc1,CHEMBL419430,8.39,1.0
COc1ccc(S(=O)(=O)N2CCN(C(=O)OC(C)(C)C)CC2C(=O)NO)cc1,CHEMBL339903,8.64,1.0
COc1ccc(S(=O)(=O)N2CCN(C(=O)OCc3ccccc3)CC2C(=O)NO)cc1,CHEMBL332134,8.72,1.0
COc1ccc(S(=O)(=O)N2CCN(C(=O)OCc3ccccc3)CC[C@@H]2C(=O)NO)cc1,CHEMBL267939,8.74,1.0
COc1ccc(S(=O)(=O)N2CCN(C(=O)OCc3cccnc3)CC2C(=O)NO)cc1,CHEMBL338007,8.72,1.0
COc1ccc(S(=O)(=O)N2CCN(C(=O)[C@@H](O)C(C)C)CC2C(=O)NO)cc1,CHEMBL123320,8.36,1.0
COc1ccc(S(=O)(=O)N2CCN(C(=O)c3c(-c4ccccc4)noc3C)CC2C(=O)NO)cc1,CHEMBL419607,7.66,1.0
COc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccc(-c4ccccc4)cc3)CC2C(=O)NO)cc1,CHEMBL125598,9.05,1.0
COc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccccc3)CC2C(=O)NO)cc1,CHEMBL421644,8.52,1.0
COc1ccc(S(=O)(=O)N2CCN(C(=O)c3cccnc3)CC2C(=O)NO)cc1,CHEMBL125281,7.5,1.0
COc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccco3)CC2C(=O)NO)cc1,CHEMBL123627,8.8,1.0
COc1ccc(S(=O)(=O)N2CCN(C(=O)c3cccs3)CC2C(=O)NO)cc1,CHEMBL331095,8.89,1.0
COc1ccc(S(=O)(=O)N2CCN(C(=O)c3snnc3C)CC2C(=O)NO)cc1,CHEMBL338453,7.77,1.0
COc1ccc(S(=O)(=O)N2CCN(C(C)=O)CC2C(=O)NO)cc1,CHEMBL332302,8.74,1.0
COc1ccc(S(=O)(=O)N2CCN(C(C)C)C(=O)C[C@@H]2C(=O)NO)cc1,CHEMBL7756,8.39,1.0
COc1ccc(S(=O)(=O)N2CCN(C(N)=O)CC2C(=O)NO)cc1,CHEMBL125068,8.64,1.0
COc1ccc(S(=O)(=O)N2CCN(C)CC2C(=O)NO)cc1,CHEMBL124681,7.6,1.0
COc1ccc(S(=O)(=O)N2CCN(Cc3ccccc3)C(=O)C[C@@H]2C(=O)NO)cc1,CHEMBL415482,9.0,1.0
COc1ccc(S(=O)(=O)N2CCN(Cc3ccccc3)CC2C(=O)NO)cc1,CHEMBL124026,8.12,1.0
COc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3c(C)noc3C)CC2C(=O)NO)cc1,CHEMBL123563,8.62,1.0
COc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc(OC)cc3)C(C(=O)NO)C2)cc1,CHEMBL124558,8.92,1.0
COc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3cn(C)cn3)CC[C@@H]2C(=O)NO)cc1,CHEMBL268114,8.26,1.0
COc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3sc(N)nc3C)CC2C(=O)NO)cc1,CHEMBL126044,8.68,1.0
COc1ccc(S(=O)(=O)N2CCN(S(C)(=O)=O)CC2C(=O)NO)cc1,CHEMBL123967,9.22,1.0
COc1ccc(S(=O)(=O)N2CCN(c3cccnc3)CC2C(=O)NO)cc1,CHEMBL5283286,7.5,1.0
COc1ccc(S(=O)(=O)N2CCN(c3nc(-c4ccccc4)cs3)CC2C(=O)NO)cc1,CHEMBL435206,7.55,1.0
COc1ccc(S(=O)(=O)N2CCNCC2C(=O)NO)cc1,CHEMBL124680,8.16,1.0
COc1ccc(S(=O)(=O)N2CCSC(C)(C)C2C(=O)NO)cc1,CHEMBL4088630,9.05,1.0
COc1ccc(S(=O)(=O)N2CCSC(C)(C)[C@@H]2C(=O)NO)cc1,CHEMBL141080,9.05,1.0
COc1ccc(S(=O)(=O)N2CC[C@H](C(=O)NO)N(S(=O)(=O)c3ccc(OC)cc3)CC2)cc1,CHEMBL427616,9.3,1.0
COc1ccc(S(=O)(=O)N2CCc3cc(O)c(OC)cc3C2C(=O)NO)cc1,CHEMBL148214,7.34,1.0
COc1ccc(S(=O)(=O)N2CCc3cc(O)ccc3C2C(=O)NO)cc1,CHEMBL356124,5.39,0.0
COc1ccc(S(=O)(=O)N2CCc3cc(OCc4ccccc4)ccc3C2C(=O)NO)cc1,CHEMBL358539,7.52,1.0
COc1ccc(S(=O)(=O)N2CN(C(C)(C)C)C(=O)C[C@@H]2C(=O)NO)cc1,CHEMBL7108,8.96,1.0
COc1ccc(S(=O)(=O)N2CN(C(C)C)C(=O)C[C@@H]2C(=O)NO)cc1,CHEMBL268377,8.38,1.0
COc1ccc(S(=O)(=O)N2CN(C)C(=O)C[C@@H]2C(=O)NO)cc1,CHEMBL6973,7.62,1.0
COc1ccc(S(=O)(=O)N2CN(C3CCCCC3)C(=O)C[C@@H]2C(=O)NO)cc1,CHEMBL269019,8.48,1.0
COc1ccc(S(=O)(=O)N2CN(Cc3ccccc3)C(=O)CC2C(=O)NO)cc1,CHEMBL437017,8.17,1.0
COc1ccc(S(=O)(=O)N2CN(Cc3ccccc3)C(=O)C[C@@H]2C(=O)NO)cc1,CHEMBL7390,8.17,1.0
COc1ccc(S(=O)(=O)N2C[C@H](NC(=O)CCCN)C[C@@H]2C(=O)NO)cc1,CHEMBL4756766,7.28,1.0
COc1ccc(S(=O)(=O)N2C[C@H](NC(=O)CCCNC(=O)OC(C)(C)C)C[C@@H]2C(=O)NO)cc1,CHEMBL4741120,7.31,1.0
COc1ccc(S(=O)(=O)N2C[C@H](NC(=O)[C@@H](N)CCCCN)C[C@@H]2C(=O)NO)cc1,CHEMBL4752635,8.24,1.0
COc1ccc(S(=O)(=O)N2C[C@H](NC(=O)[C@@H](N)CCCN)C[C@@H]2C(=O)NO)cc1,CHEMBL4765192,6.81,1.0
COc1ccc(S(=O)(=O)N2C[C@H](NC(=O)[C@H](CCCCN)NC(=O)OC(C)(C)C)C[C@@H]2C(=O)NO)cc1,CHEMBL4753407,7.57,1.0
COc1ccc(S(=O)(=O)N2C[C@H](NC(=O)[C@H](CCCN)NC(=O)OC(C)(C)C)C[C@@H]2C(=O)NO)cc1,CHEMBL4783080,5.47,1.0
COc1ccc(S(=O)(=O)N2Cc3ccccc3N(C(=O)C3CC3)CC2C(=O)NO)cc1,CHEMBL412910,8.4,1.0
COc1ccc(S(=O)(=O)N2Cc3ccccc3N(C(=O)C3CCCCC3)CC2C(=O)NO)cc1,CHEMBL97908,7.89,1.0
COc1ccc(S(=O)(=O)N2Cc3ccccc3N(C(=O)CCc3ccccc3)CC2C(=O)NO)cc1,CHEMBL100146,7.75,1.0
COc1ccc(S(=O)(=O)N2Cc3ccccc3N(C(=O)CN3CCN(C)CC3)CC2C(=O)NO)cc1,CHEMBL319808,6.73,1.0
COc1ccc(S(=O)(=O)N2Cc3ccccc3N(C(=O)c3cc(F)ccc3C)CC2C(=O)NO)cc1,CHEMBL97962,8.4,1.0
COc1ccc(S(=O)(=O)N2Cc3ccccc3N(C(=O)c3ccc(-c4ccccc4)cc3)CC2C(=O)NO)cc1,CHEMBL430664,9.15,1.0
COc1ccc(S(=O)(=O)N2Cc3ccccc3N(C(=O)c3ccccc3)CC2C(=O)NO)cc1,CHEMBL96049,9.22,1.0
COc1ccc(S(=O)(=O)N2Cc3ccccc3N(C(=O)c3cccs3)CC2C(=O)NO)cc1,CHEMBL95807,9.0,1.0
COc1ccc(S(=O)(=O)N2Cc3ccccc3N(C(C)=O)CC2C(=O)NO)cc1,CHEMBL99072,8.85,1.0
COc1ccc(S(=O)(=O)N2Cc3ccccc3N(S(C)(=O)=O)CC2C(=O)NO)cc1,CHEMBL95486,8.1,1.0
COc1ccc(S(=O)(=O)N2[C@H](C(=O)NO)C[C@@H]3CCN(C(=O)CCc4ccccc4)C[C@@H]32)cc1,CHEMBL5283653,7.39,1.0
COc1ccc(S(=O)(=O)NCC(=O)NO)cc1,CHEMBL83508,6.89,1.0
COc1ccc(S(=O)(=O)[C@](C)(Cc2ccc(OCCN3CCCCC3)cc2)C(=O)NO)cc1,CHEMBL2114153,6.95,1.0
COc1ccc(S(=O)(=O)c2ccccc2C(=O)NO)cc1,CHEMBL575895,4.62,0.0
COc1ccc(S(=O)(=O)c2ccccc2CC(=O)NO)cc1,CHEMBL573714,7.01,1.0
COc1ccc([S+]([O-])N2C[C@H](NC(=O)C(C)(C)C)C[C@@H]2C(=O)NO)cc1,CHEMBL4789542,7.89,1.0
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3cccnc3)NC(=O)NC1=O)C2,CHEMBL1287851,6.0,1.0
COc1ccc2c(c1)C(=O)N(C[C@@]1(c3cc4cnccc4o3)NC(=O)NC1=O)C2,CHEMBL4092752,5.75,1.0
COc1ccc2oc(=O)c(CCC(=O)NO)cc2c1,CHEMBL402990,5.25,0.0
COc1cccc(-c2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)cc2)c1,CHEMBL349798,5.96,1.0
COc1cccc(C#Cc2ccc(SC(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)c1,CHEMBL206045,7.6,1.0
COc1cccc(C2=CCN(C(=O)[C@H]3NCC4(CC4)C[C@@H]3C(=O)NO)CC2)c1,CHEMBL252079,6.96,1.0
COc1cccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3ccc4ccccc4c3)C2)c1,CHEMBL3622791,5.33,0.0
COc1cccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3cccc4ccccc34)C2)c1,CHEMBL3622222,5.17,0.0
COc1cccc(COC(=O)c2cccc(=O)[nH]2)c1,CHEMBL252965,4.06,0.0
COc1cccc(COC(=O)c2cccc(S)n2)c1,CHEMBL254406,4.03,0.0
COc1cccc(N2CCN(c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)CC2)c1,CHEMBL1084206,6.79,1.0
COc1cccc(NC(=O)/C=C/c2ccc(O)c(O)c2)c1,CHEMBL1163454,5.79,1.0
COc1cccc(NC(=O)/C=C/c2ccc(O)cc2)c1,CHEMBL2336342,5.78,1.0
COc1cccc(NC(=O)/C=C/c2cccc(O)c2)c1,CHEMBL2336781,5.78,1.0
COc1cccc(NC(=O)/C=C/c2ccccc2)c1,CHEMBL2336356,5.7,1.0
COc1cccc(NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@]2(C)CCC[C@]3(C)c4cc(S(=O)(=O)N[C@H](Cc5ccccc5)C(=O)Nc5cccc(OC)c5)c(C(C)C)cc4CC[C@@H]23)c1,CHEMBL4211258,4.08,0.0
COc1cccc(NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@]2(C)CCC[C@]3(C)c4cc(S(=O)(=O)N[C@@H](Cc5ccccc5)C(=O)Nc5cccc(OC)c5)c(C(C)C)cc4CC[C@@H]23)c1,CHEMBL4218730,4.29,0.0
COc1cccc(N[C@@H](CN(c2ccc(Oc3ccc(C)cc3)cc2)S(C)(=O)=O)C(=O)NO)c1,CHEMBL401404,9.21,1.0
COc1ccccc1C1CCN(c2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)CC1,CHEMBL1084220,5.17,0.0
COc1ccccc1NC(=O)/C=C/c1ccc(O)c(O)c1,CHEMBL1165627,8.25,1.0
COc1ccccc1NC(=O)/C=C/c1ccc(O)cc1,CHEMBL2336341,8.23,1.0
COc1ccccc1NC(=O)/C=C/c1cccc(O)c1,CHEMBL2336780,8.23,1.0
COc1ccccc1NC(=O)/C=C/c1ccccc1,CHEMBL2336355,8.14,1.0
COc1ccccc1NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@]1(C)CCC[C@]2(C)c3cc(S(=O)(=O)N[C@H](Cc4ccccc4)C(=O)Nc4ccccc4OC)c(C(C)C)cc3CC[C@@H]12,CHEMBL4211708,4.25,0.0
COc1ccccc1NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@]1(C)CCC[C@]2(C)c3cc(S(=O)(=O)N[C@@H](Cc4ccccc4)C(=O)Nc4ccccc4OC)c(C(C)C)cc3CC[C@@H]12,CHEMBL4214436,4.36,0.0
COc1ccccc1Nc1nc(-c2sc(NC(C)=O)nc2C)cs1,CHEMBL4517346,6.36,1.0
CS(=O)(=O)N(CC(=O)NO)c1ccc(Oc2ccccc2)cc1,CHEMBL404270,6.42,1.0
CS(=O)(=O)N(C[C@@H](C(=O)NO)N1CCC(O)CC1)c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1,CHEMBL398644,8.72,1.0
CS(=O)(=O)N(C[C@@H](C(=O)NO)N1CCC(c2ccccc2)CC1)c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1,CHEMBL428591,7.77,1.0
CS(=O)(=O)N(C[C@@H](C(=O)NO)N1CCCCC1)c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1,CHEMBL253892,8.64,1.0
CS(=O)(=O)N(C[C@@H](C(=O)NO)N1CCN(c2ccc(Cl)cc2)CC1)c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1,CHEMBL254718,6.59,1.0
CS(=O)(=O)N(C[C@@H](C(=O)NO)N1CCOCC1)c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1,CHEMBL400641,8.54,1.0
CS(=O)(=O)N(C[C@@H](C(=O)NO)N1CCOCC1)c1ccc(Oc2ccc(Cl)cc2)cc1,CHEMBL254929,8.7,1.0
CS(=O)(=O)N(C[C@@H](C(=O)NO)N1CCS(=O)(=O)CC1)c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1,CHEMBL429123,8.77,1.0
CS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(C#Cc2ccc(Cl)cc2)cc1,CHEMBL272984,7.33,1.0
CS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(OCc2ccc(C(F)(F)F)cc2)cc1,CHEMBL402750,5.83,1.0
CS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(OCc2ccc(Cl)cc2)cc1,CHEMBL256018,6.01,1.0
CS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(OCc2ccc(F)cc2)cc1,CHEMBL256187,5.32,0.0
CS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1,CHEMBL252826,7.85,1.0
CS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,CHEMBL269797,6.33,1.0
CS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(Oc2ccc(Cl)cc2)cc1,CHEMBL398331,8.33,1.0
CS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(Oc2ccccc2)cc1,CHEMBL270010,7.41,1.0
CS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(Sc2ccc(F)cc2)cc1,CHEMBL429571,6.98,1.0
CS(=O)(=O)N1CC2(CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1C=CC(c2ccccc2)CC1,CHEMBL401870,6.17,1.0
CS(=O)(=O)N1CC2(CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccccc2)CC1,CHEMBL446457,5.82,1.0
CS(=O)(=O)N1CCC[C@H]1[C@@H](CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1)N(O)C=O,CHEMBL3037894,8.7,1.0
CS(=O)(=O)N1CCN(CCC(CS(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)CC1,CHEMBL78052,9.1,1.0
CS(=O)(=O)N1CCN([C@@H](CN(c2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)S(C)(=O)=O)C(=O)NO)CC1,CHEMBL429486,8.49,1.0
CS(=O)(=O)Nc1ccc(F)cc1C(=O)N1CCCN(C2(c3ccc(Oc4ccccc4)cc3)C(=O)NC(=O)NC2=O)CC1,CHEMBL1812962,7.24,1.0
CS(=O)(=O)Nc1ccc(Oc2ccc(S(=O)(=O)CC3CS3)cc2)cc1,CHEMBL445971,7.1,1.0
CS(=O)(=O)OCCCCOS(C)(=O)=O,CHEMBL820,5.28,0.0
CS(=O)(=O)c1ccc(-c2ccc(C(=O)CC3(O)C(=O)NC(=O)NC3=O)cc2)cc1,CHEMBL2151361,6.19,1.0
CSCC[C@@H](C(=O)NO)N(CC(C)C)S(=O)(=O)c1ccc(-c2ccccc2)cc1,CHEMBL47728,9.7,1.0
CSc1ccc(-c2ccc(C(=O)CC3(O)C(=O)NC(=O)NC3=O)cc2)cc1,CHEMBL2151360,7.07,1.0
CSc1ccc(-c2ccc(S(=O)(=O)C(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,CHEMBL209165,9.02,1.0
CSc1ccc(-c2ccc(S(=O)(=O)CC(CN3C(=O)NC(C)(C)C3=O)N(O)C=O)cc2)cc1,CHEMBL76757,8.96,1.0
CSc1ccc(-c2ccc(S(=O)(=O)N(CC(=O)NO)OC(C)C)cc2)cc1,CHEMBL550081,7.11,1.0
CSc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)cc2)cc1,CHEMBL440921,7.4,1.0
CSc1ccc(-c2ccc(S[C@H]3CC[C@@H](Cn4c(=O)nc5ccccn5c4=O)[C@@H]3C(=O)O)cc2)cc1,CHEMBL339610,7.8,1.0
CSc1ccc(-c2ccc(S[C@H]3CC[C@@H](Cn4nnc5ccccc5c4=O)[C@@H]3C(=O)O)cc2)cc1,CHEMBL337946,8.4,1.0
CSc1ccc(-n2nnc(-c3ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)cc3)n2)cc1,CHEMBL160153,8.23,1.0
CSc1ccc(/C=C2\N=CN(NS(=O)(=O)c3ccc(Cl)c(C(=O)O)c3)C2=O)cc1,CHEMBL213158,4.53,0.0
CSc1ccc(C(=O)N2CCCN(C3(c4ccc(Oc5ccccc5)cc4)C(=O)NC(=O)NC3=O)CC2)cc1,CHEMBL1812957,7.03,1.0
CSc1ccc(C(=O)Nc2ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)cc2)cc1,CHEMBL160232,7.8,1.0
C[C@@H](C[C@@H](CO)NC(=O)c1ccc(Oc2ccccc2)cc1)C(=O)NO,CHEMBL116944,9.1,1.0
C[C@@H](C[C@@H](COC(=O)CCC(=O)O)NC(=O)c1ccc(Oc2ccccc2)cc1)C(=O)NO,CHEMBL118497,8.55,1.0
C[C@@H]1CN([C@@H](CN(c2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)S(C)(=O)=O)C(=O)NO)C[C@H](C)O1,CHEMBL399029,8.96,1.0
C[C@@H]1CN([C@@H](CN(c2ccc(Oc3ccc(Cl)cc3)cc2)S(C)(=O)=O)C(=O)NO)C[C@H](C)O1,CHEMBL400285,9.34,1.0
C[C@@H]1OC(C)(C)OC1[C@@H](CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1)N(O)C=O,CHEMBL306050,8.96,1.0
C[C@@H]1OC(C)(C)O[C@H]1C(CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1)N(O)C=O,CHEMBL2043424,8.96,1.0
C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](COC(=O)/C=C/c3ccc(O)c(O)c3)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,CHEMBL504873,4.84,0.0
C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)C(CC[C@]5(C)C4CC=C4C6CC(C)(C)CC[C@]6(C(=O)O)CC[C@]45C)[C@]3(C)COC(=O)[C@]3(O)C[C@@H](O)[C@@H](O)[C@H](OC(=O)/C=C/c4ccc(O)c(O)c4)C3)OC[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CHEMBL5277508,5.15,0.0
C[C@@H]1[C@H](c2ccccc2)[C@]1(NS(=O)(=O)c1ccc(-n2cc(Cl)cn2)s1)C(=O)O,CHEMBL1078281,7.24,1.0
C[C@@]1(O)CCCN(S(=O)(=O)c2ccc(OCc3ccc(F)cc3Cl)cc2)[C@H]1C(=O)NO,CHEMBL187092,7.96,1.0
C[C@@]1(O)c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)C[C@@H]3C[C@@H]21,CHEMBL3622800,5.6,1.0
C[C@H](C(=O)NO)N(Cc1ccccc1)[P@](C)(=O)c1ccccc1,CHEMBL355752,7.49,1.0
C[C@H](C[C@H](CO)NC(=O)c1ccc(Oc2ccccc2)cc1)C(=O)NO,CHEMBL5558206,9.1,1.0
C[C@H](C[C@H](COC(=O)CCC(=O)O)NC(=O)c1ccc(Oc2ccccc2)cc1)C(=O)NO,CHEMBL5568549,8.55,1.0
C[C@H](Cc1ccc(C(F)(F)F)cc1)C(=O)NC[C@@]1(C2CC2)NC(=O)NC1=O,CHEMBL4066965,4.92,0.0
C[C@H](NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)O,CHEMBL432307,5.02,0.0
C[C@]1(O)C[C@@H](c2ccc3cc(C(=O)N4CCCc5cnccc5C4)[nH]c3c2)C1,CHEMBL5590205,6.8,1.0
C[S+]([O-])c1ccc(Oc2ccc(S(=O)(=O)c3ccccc3C(=O)NO)cc2)cc1,CHEMBL576762,4.29,0.0
C[Si](C)(C)c1ccc(N2CCN(C3(c4ccc(Oc5ccc(Br)cc5)cc4)C(=O)NC(=O)NC3=O)CC2)cc1,CHEMBL372263,6.26,1.0
Cc1[nH]c2ccccc2c1CCNC(=O)CCCCCNCc1cc(Cl)c2cccnc2c1O,CHEMBL4469402,5.77,1.0
Cc1[nH]c2ccccc2c1CCNC(=O)CCCCNCc1cc(Cl)c2cccnc2c1O,CHEMBL4573985,5.51,1.0
