canonical_smiles,molecule_chembl_id,pchembl_value,bioactivity_class
CCC(C)[C@@H](C(=O)N[C@@H](CCNC(=O)c1cc(F)cc(F)c1)C(=O)NO)N(C)C(=O)[C@@H]1CC(F)(F)CN1C(=O)CCCOc1ccccc1,CHEMBL6059022,6.65,1.0
CCC(C)[C@@H](C(=O)N[C@@H](CCNC(=O)c1cc(F)cc(F)c1)C(=O)NO)N(C)C(=O)[C@@H]1CCCN1C(=O)CC(C)C,CHEMBL5806984,6.22,1.0
CCC(C)[C@@H](C(=O)N[C@@H](CCNC(=O)c1cc(F)cc(F)c1)C(=O)NO)N(C)C(=O)[C@@H]1CCCN1C(=O)CCCOc1ccccc1,CHEMBL5946822,6.3,1.0
CCC(C)[C@@H](C(=O)N[C@@H](CCNC(=O)c1cc(F)cc(F)c1)C(=O)NO)N(C)C(=O)[C@@H]1CCCN1C(=O)CCN(C)C(C)=O,CHEMBL5851255,6.47,1.0
CCC(C)[C@@H](C(=O)N[C@@H](CCNC(=O)c1cc(F)cc(F)c1)C(=O)NO)N(C)C(=O)[C@@H]1CCCN1C(=O)[C@H](C)N(C)C(C)=O,CHEMBL5268474,6.87,1.0
CCC(C)[C@@H](C(=O)N[C@@H](CCNC(=O)c1cc(F)cc(F)c1)C(=O)NO)N(C)C(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)N(C)C(C)=O,CHEMBL5946001,7.15,1.0
CCC(C)[C@@H](C(=O)N[C@@H](CCNC(=O)c1cc(F)cc(F)c1)C(=O)NO)N(C)C(=O)[C@@H]1CCCN1C(C)=O,CHEMBL5933644,6.52,1.0
CCC(C)[C@@H](C(=O)N[C@@H](CCNC(=O)c1ccc(F)cc1)C(=O)NO)N(C)C(=O)[C@@H]1CCCN1C(C)=O,CHEMBL5886588,5.9,1.0
CCC(C)[C@@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NO)N(C)C(=O)[C@@H]1CCCN1C(C)=O,CHEMBL5883658,4.8,0.0
CCC(CC(=O)O)C(=O)c1ccc(C#Cc2ccccc2)cc1,CHEMBL202875,5.44,1.0
CCC(CC)Oc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccccc3)CC2)cc1,CHEMBL80321,7.85,1.0
CCC1(CC)OCC([C@@H](CS(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)O1,CHEMBL75464,8.96,1.0
CCC1(CC)OC[C@H](C(CS(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)O1,CHEMBL2043425,8.96,1.0
CCC1(c2ccc(-c3ccccc3)cc2)C(=O)NC(=O)NC1=O,CHEMBL367524,6.16,1.0
CCCC#CCOc1ccc(S(=O)(=O)N(C)c2c(C)cc(Br)cc2C(=O)NO)cc1,CHEMBL18649,6.63,1.0
CCCC(=O)N(C)[C@@H](Cc1c[nH]c2ccccc12)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N(C)[C@H](C(=O)N[C@@H](CCNC(=O)c1cc(F)cc(F)c1)C(=O)NO)C(C)CC,CHEMBL5954097,7.34,1.0
CCCC(=O)N1CCCN(C2(c3ccc(Oc4ccccc4)cc3)C(=O)NC(=O)NC2=O)CC1,CHEMBL2311772,7.89,1.0
CCCC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](C(=O)N[C@@H](CCNC(=O)c1cc(F)cc(F)c1)C(=O)NO)C(C)CC,CHEMBL5997113,6.63,1.0
CCCC(C(=O)O)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,CHEMBL378740,5.0,0.0
CCCC(CCC)(C(=O)NO)S(=O)(=O)c1ccc(OC)cc1,CHEMBL80565,6.35,1.0
CCCC(CCC)C(=O)N1CCC[C@H]1C(=O)N(C)[C@H](C(=O)N[C@@H](CCNC(=O)c1cc(F)cc(F)c1)C(=O)NO)C(C)CC,CHEMBL5762778,6.58,1.0
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,CHEMBL1370,5.7,1.0
CCCCC#CCOc1ccc(S(=O)(=O)N(C)c2c(C)cc(Br)cc2C(=O)NO)cc1,CHEMBL416173,6.41,1.0
CCCCC(C(=O)NO)S(=O)(=O)c1ccc(OC)cc1,CHEMBL80412,6.89,1.0
CCCCC(NOCc1ccccc1)C(=O)NO,CHEMBL228230,4.09,0.0
CCCCCC(=O)N1CC(F)(F)C[C@@H]1C(=O)N(C)[C@H](C(=O)N[C@@H](CCNC(=O)c1ccccc1)C(=O)NO)[C@@H](C)CC,CHEMBL4780220,6.51,1.0
CCCCCC(=O)N1CC(F)(F)C[C@H]1C(=O)N(C)[C@H](C(=O)N[C@@H](CCNC(=O)c1cc(F)cc(F)c1)C(=O)NO)C(C)CC,CHEMBL5988132,6.15,1.0
CCCCCC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](C(=O)N[C@@H](CCNC(=O)c1cc(F)cc(F)c1)C(=O)NO)C(C)CC,CHEMBL5806271,6.4,1.0
CCCCCC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](C(=O)N[C@@H](CCNC(=O)c1ccccc1)C(=O)NO)C(C)CC,CHEMBL5754516,6.15,1.0
CCCCCC(=O)N1CCN(S(=O)(=O)c2ccc(OC)cc2)C(C(=O)NO)C1,CHEMBL123615,8.77,1.0
CCCCCC(=O)N1C[C@H](F)C[C@H]1C(=O)N(C)[C@H](C(=O)N[C@@H](CCNC(=O)c1ccccc1)C(=O)NO)C(C)CC,CHEMBL5267304,8.0,1.0
CCCCCC/C=C(\CC(=O)NNS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)N[C@@H](Cc1c(-c2ccccc2)[nH]c2ccccc12)C(=O)NC,CHEMBL509270,6.13,1.0
CCCCCC/C=C(\CC(=O)NNS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NC,CHEMBL503651,5.59,1.0
CCCCCCC(C(=O)NO)S(=O)(=O)c1ccc(OC)cc1,CHEMBL375319,6.92,1.0
CCCCCCC(CC(=O)O)C(=O)c1ccc(C#Cc2ccc(Cl)cc2)cc1,CHEMBL199666,5.82,1.0
CCCCCCC(CC(=O)O)C(=O)c1ccc(C#Cc2ccccc2)cc1,CHEMBL201298,5.27,0.0
CCCCCCC1(c2ccc(-c3ccccc3)cc2)C(=O)NC(=O)NC1=O,CHEMBL175282,6.06,1.0
CCCCCCC1(c2ccc(-c3ccccc3)cc2)C(=O)NC(=S)NC1=O,CHEMBL176876,4.92,0.0
CCCCCCC1(c2ccc(Oc3ccccc3)cc2)C(=O)NC(=O)NC1=O,CHEMBL176832,7.75,1.0
CCCCCCC1(c2ccccc2)C(=O)NC(=O)NC1=O,CHEMBL173075,6.48,1.0
CCCCCCCC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](C(=O)N[C@@H](CCNC(=O)c1cc(F)cc(F)c1)C(=O)NO)C(C)CC,CHEMBL5817631,6.13,1.0
CCCCCCCC(C(=O)CS)C(=O)N[C@@H](CC(C)C)C(=O)NC(=O)C(CC(C)C)NCC,CHEMBL16115,7.52,1.0
CCCCCCCC(C(=O)CS)C(=O)N[C@@H](CC(C)C)C(=O)NCCN1CCOCC1,CHEMBL16487,8.22,1.0
CCCCCCCC(C(=O)CS)C(=O)N[C@@H](CC(C)C)C(=O)NCCc1ccccc1,CHEMBL16398,8.3,1.0
CCCCCCCC(C(=O)CS)C(=O)N[C@@H](CC(C)C)C(=O)Nc1ccccc1,CHEMBL15763,8.85,1.0
CCCCCCCC(C(=O)CS)C(=O)N[C@@H](CC1CCCCC1)C(=O)NCCc1ccc(S(N)(=O)=O)cc1,CHEMBL15964,8.4,1.0
CCCCCCCC(C(=O)CS)C(=O)N[C@@H](CC1CCCCC1)C(=O)NCCc1ccccc1,CHEMBL278050,8.85,1.0
CCCCCCCC(C(=O)CS)C(=O)N[C@H](C(=O)NC)C(C)(C)C,CHEMBL16118,9.52,1.0
CCCCCCCC(C(=O)NC(C)(C)C)N1C(=O)[C@H](CS)NC(=O)[C@@H]1Cc1ccc([N+](=O)[O-])cc1,CHEMBL284422,5.82,1.0
CCCCCCCC(C(=O)N[C@@H](CC(C)C)C(=O)NCCN1CCOCC1)C(O)CS,CHEMBL15962,6.19,1.0
CCCCCCCC(C(=O)N[C@@H](CCCCNS(=O)(=O)c1ccc(C)cc1)C(=O)NC(=O)C(CC(C)C)NCC)C(O)CS,CHEMBL278927,6.11,1.0
CCCCCCCCC1(Cc2ccc(OC)cc2)C(=O)NC(=O)NC1=O,CHEMBL2203638,8.0,1.0
CCCCCCCCC1(Cc2ccccc2)C(=O)NC(=O)NC1=O,CHEMBL2203634,9.0,1.0
CCCCCCCCCC1(Cc2ccc(OC)cc2)C(=O)NC(=O)NC1=O,CHEMBL2203639,7.57,1.0
CCCCCCCCCC1(Cc2ccccc2)C(=O)NC(=O)NC1=O,CHEMBL2203635,8.7,1.0
CCCCCCCCCCCCC(C(=O)NO)S(=O)(=O)c1ccc(OC)cc1,CHEMBL77207,5.53,1.0
CCCCCCCCCCCCCC(=O)N1CCCN(C2(c3ccc(Oc4ccccc4)cc3)C(=O)NC(=O)NC2=O)CC1,CHEMBL2311773,6.22,1.0
CCCCCCCCCCCCCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NO,CHEMBL6044493,5.92,1.0
CCCCCCCCCCCCCCON(CC(=O)NO)S(=O)(=O)c1ccc(OC)cc1,CHEMBL227565,4.48,0.0
CCCCCCCCCC[C@@H](CC(=O)NO)C(=O)N[C@H](C(=O)NC)c1ccccc1,CHEMBL5285908,9.7,1.0
CCCCCCCCC[C@H](CC(=O)NO)C(=O)N[C@H](C(=O)NC)C(C)(C)C,CHEMBL59338,8.82,1.0
CCCCCCCCC[C@H](CC(=O)NO)C(=O)N[C@H](C(=O)NC)c1ccccc1,CHEMBL433426,9.7,1.0
CCCCCCCCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2nc(-c3ccc(C)s3)no2)cc1,CHEMBL5405287,5.4,1.0
CCCCCCCCOc1ccc(CC2(C)C(=O)NC(=O)NC2=O)cc1,CHEMBL177077,6.79,1.0
CCCCCCCCS(=O)(=O)C(C)(Cc1ccc(OCCN2CCCCC2)cc1)C(=O)NO,CHEMBL76356,7.64,1.0
CCCCCCCCS(=O)(=O)C(C)(Cc1ccccc1)C(=O)NO,CHEMBL76038,7.15,1.0
CCCCCCCC[C@@](Cc1cccnc1)(C(=O)NO)S(=O)(=O)c1ccc(OC)cc1,CHEMBL3085155,6.76,1.0
CCCCCCC[C@H](CC(=O)CS)C(=O)N[C@@H](CC(C)C)C(=O)NC(=O)C(CC(C)C)NCC,CHEMBL16595,7.7,1.0
CCCCCCC[C@H](CC(=O)CS)C(=O)N[C@H](C(=O)NC)C(C)(C)C,CHEMBL16554,9.85,1.0
CCCCCCC[C@H](C[C@@H](O)CS)C(=O)N[C@H](C(=O)NC)C(C)(C)C,CHEMBL16650,7.92,1.0
CCCCCCC[C@H](C[C@H](O)CS)C(=O)N[C@@H](CC(C)C)C(=O)NC(=O)C(CC(C)C)NCC,CHEMBL17082,7.62,1.0
CCCCCCC[C@H](C[C@H](O)CS)C(=O)N[C@H](C(=O)NC)C(C)(C)C,CHEMBL16519,9.85,1.0
CCCCCCN(C)C(=O)N1CCN(S(=O)(=O)c2ccc(Br)cc2)C(C(=O)NO)C1,CHEMBL124514,7.89,1.0
CCCCCCN(C)C(=O)N1CCN(S(=O)(=O)c2ccc(OC)cc2)C(C(=O)NO)C1,CHEMBL123499,8.22,1.0
CCCCCCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2nc(-c3ccc(C)s3)no2)cc1,CHEMBL5420372,6.48,1.0
CCCCCCN1CCN(S(=O)(=O)c2ccc(OC)cc2)C(C(=O)NO)C1,CHEMBL124265,7.77,1.0
CCCCCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,CHEMBL3827453,5.23,0.0
CCCCCCNC(=O)N1CCN(S(=O)(=O)c2ccc(OC)cc2)C(C(=O)NO)C1,CHEMBL124100,8.59,1.0
CCCCCCOc1ccc(C(CC(=O)O)C(N)=O)cc1,CHEMBL448246,6.8,1.0
CCCCCC[C@@H](C(=O)NO)[S@+]([O-])c1ccc(OC)cc1,CHEMBL2096738,6.73,1.0
CCCCCC[C@@H](C(=O)NO)[S@@+]([O-])c1ccc(OC)cc1,CHEMBL2096852,6.83,1.0
CCCCCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2nc(-c3ccc(C)s3)no2)cc1,CHEMBL5406674,7.06,1.0
CCCCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)O,CHEMBL3826991,5.26,0.0
CCCCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,CHEMBL3827162,5.24,0.0
CCCCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,CHEMBL4175156,5.17,0.0
CCCCCOC(=O)c1cccc(=O)[nH]1,CHEMBL252326,4.18,0.0
CCCCCc1ccc(C#Cc2ccc(C(=O)N3C[C@@H](O)C[C@H]3C(=O)NO)cc2)cc1,CHEMBL4527411,6.92,1.0
CCCCCc1ccc(C#Cc2ccc(C(=O)N3C[C@H](O)C[C@H]3C(=O)NO)cc2)cc1,CHEMBL4437091,6.07,1.0
CCCCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2nc(-c3ccc(C)s3)no2)cc1,CHEMBL5396285,7.06,1.0
CCCCN1C(=O)[C@H](CS)NC(=O)[C@@H]1Cc1ccccc1,CHEMBL69194,5.63,1.0
CCCCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(OC)cc2)CC1,CHEMBL310324,6.34,1.0
CCCCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC1,CHEMBL311357,9.0,1.0
CCCCNC(=O)CC[C@@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,CHEMBL5561148,6.08,1.0
CCCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,CHEMBL3827250,6.15,1.0
CCCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,CHEMBL4162521,5.2,0.0
CCCCNc1cc(-c2ccccc2)cc2c1c(=O)[nH]c1ccccc12,CHEMBL4794200,4.0,0.0
CCCCOC(=O)[C@H]1c2c(/C=C/C(=O)O[C@H](Cc3ccc(O)c(O)c3)C(=O)O)ccc(O)c2O[C@@H]1c1ccc(O)c(O)c1,CHEMBL2048506,5.46,1.0
CCCCOc1ccc(-c2ccc(S(=O)(=O)CC(CN3C(=O)NC(C)(C)C3=O)N(O)C=O)cc2)cc1,CHEMBL75618,8.21,1.0
CCCCOc1ccc(-c2ccc(S(=O)(=O)N(CC(=O)NO)OC(C)C)cc2)cc1,CHEMBL561036,7.36,1.0
CCCCOc1ccc(C#Cc2ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)s2)cc1,CHEMBL295861,6.68,1.0
CCCCOc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)s2)cc1,CHEMBL49499,5.7,1.0
CCCCOc1ccc(C(C(=O)NC(C)(C)C)N2C(=O)[C@H](CS)NC(=O)[C@@H]2Cc2ccc([N+](=O)[O-])cc2)cc1,CHEMBL30055,5.5,1.0
CCCCOc1ccc(S(=O)(=O)C(C)(Cc2ccc(OCCN3CCCCC3)cc2)C(=O)NO)cc1,CHEMBL306723,8.52,1.0
CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(C)CC2)cc1,CHEMBL419648,8.0,1.0
CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(CC)CC2)cc1,CHEMBL79111,7.37,1.0
CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(CCCC)CC2)cc1,CHEMBL420023,7.55,1.0
CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(CCCOc3ccccc3)CC2)cc1,CHEMBL78611,8.3,1.0
CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(CCOc3ccccc3)CC2)cc1,CHEMBL306617,8.3,1.0
CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(Br)cc3)CC2)cc1,CHEMBL222934,8.0,1.0
CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(Cl)c(Cl)c3)CC2)cc1,CHEMBL78934,7.7,1.0
CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(F)cc3)CC2)cc1,CHEMBL80401,7.72,1.0
CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(OC)cc3)CC2)cc1,CHEMBL78478,8.52,1.0
CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(OCCN4CCCCC4)cc3)CC2)cc1,CHEMBL78798,8.7,1.0
CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3cccc(OC)c3)CC2)cc1,CHEMBL309311,8.52,1.0
CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3cccc(OCCN4CCOCC4)c3)CC2)cc1,CHEMBL80911,8.7,1.0
CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccccc3)CC2)cc1,CHEMBL309492,8.4,1.0
CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCOCC2)cc1,CHEMBL310340,8.04,1.0
CCCCOc1ccc(S(=O)(=O)N(C)c2c(C(=O)NO)cnc3c2c(C)nn3C)cc1,CHEMBL35606,8.15,1.0
CCCCOc1ccc(S(=O)(=O)N(C)c2c(C)cc(Br)cc2C(=O)NO)cc1,CHEMBL273764,7.68,1.0
CCCCOc1ccc(S(=O)(=O)N(Cc2ccccc2)c2c(C)cc(C)cc2C(=O)NO)cc1,CHEMBL307990,6.84,1.0
CCCCOc1ccc(S(=O)(=O)N2CC(C)(C)CN(S(=O)(=O)c3ccc(OCCCC)cc3)C2C(=O)NO)cc1,CHEMBL334107,7.0,1.0
CCCCOc1ccc(S(=O)(=O)NC(C(=O)O)C2CCN(C(=O)OCCOC)CC2)cc1,CHEMBL85026,5.52,1.0
CCCC[C@H](N)C(=O)N[C@@H]1C[C@H](C(=O)NO)N(S(=O)(=O)c2ccc(OC)cc2)C1,CHEMBL4790362,7.01,1.0
CCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H]1C[C@H](C(=O)NO)N(S(=O)(=O)c2ccc(OC)cc2)C1,CHEMBL4791180,6.88,1.0
CCCC[C@H]1C(=O)N[C@@H](CS)C(=O)N1CC1CCCCC1,CHEMBL305024,6.43,1.0
CCCCc1ccc(C#Cc2ccc(S(=O)(=O)N(CC(=O)NO)OC(C)C)s2)cc1,CHEMBL550628,5.36,0.0
CCCCc1ccc(C#Cc2ccc(S(=O)(=O)N3CSC[C@H]3C(=O)NO)s2)cc1,CHEMBL1795861,7.68,1.0
CCCCc1ccc(C#Cc2ccc(S(=O)(=O)N3Cc4ccccc4C[C@@H]3C(=O)NO)s2)cc1,CHEMBL1795862,8.37,1.0
CCCCc1ccc(C#Cc2ccc(S(=O)(=O)NCC(=O)NO)s2)cc1,CHEMBL1795351,7.1,1.0
CCCCc1ccc(C#Cc2ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)s2)cc1,CHEMBL50445,6.68,1.0
CCCCc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)NO)s2)cc1,CHEMBL1795859,7.11,1.0
CCCCc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)s2)cc1,CHEMBL50437,5.57,1.0
CCCCc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3ccc(C(=O)c4ccccc4)cc3)C(=O)NO)s2)cc1,CHEMBL1795858,7.3,1.0
CCCCc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3ccc(OCc4ccccc4)cc3)C(=O)NO)s2)cc1,CHEMBL1795857,7.2,1.0
CCCCc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3csc4ccccc34)C(=O)NO)s2)cc1,CHEMBL1795860,6.19,1.0
CCCCc1ccc(C#Cc2ccc(SC(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,CHEMBL208615,7.66,1.0
CCCN(C(CSC)C(=O)NO)S(=O)(=O)c1ccc(OC)cc1,CHEMBL5283673,9.7,1.0
CCCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2nc(-c3ccc(C)s3)no2)cc1,CHEMBL5434496,7.04,1.0
CCCN1C(=O)[C@H](CS)NC(=O)[C@@H]1Cc1ccc([N+](=O)[O-])cc1,CHEMBL26913,5.54,1.0
CCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,CHEMBL3827306,4.95,0.0
CCCNC(=O)P(=O)(O)O,CHEMBL94346,4.7,0.0
CCCOc1ccc2c(c1)C(=O)N(CC[C@@H](N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)NC)C(=O)O)C2=O,CHEMBL352232,8.68,1.0
CCCS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(Oc2ccc(C)cc2)cc1,CHEMBL270023,6.91,1.0
CCC[C@@H](C(=O)NO)N(Cc1cccnc1)S(=O)(=O)c1ccc(OC)cc1,CHEMBL5567551,8.34,1.0
CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@@H](CCC/N=C(/N)NS(=O)(=O)c1ccccn1)C(=O)Nc1nccs1)N(O)C=O,CHEMBL133369,7.37,1.0
CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@@H](CCC/N=C(/N)NS(C)(=O)=O)C(=O)Nc1nccs1)N(O)C=O,CHEMBL263459,7.29,1.0
CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@@H](CCC/N=C(/N)N[N+](=O)[O-])C(=O)Nc1nccs1)N(O)C=O,CHEMBL336425,7.89,1.0
CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@H](C(=O)Nc1nccs1)[C@H](C)CC/N=C(/N)NS(C)(=O)=O)N(O)C=O,CHEMBL337045,7.32,1.0
CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@H](C(=O)Nc1nccs1)[C@H](C)CC/N=C(/N)N[N+](=O)[O-])N(O)C=O,CHEMBL334403,7.89,1.0
CCC[C@@H]([C@@H](CC1CCC(C)CC1)C(=O)N[C@@H](CCC/N=C(/N)NS(=O)(=O)c1ccccn1)C(=O)Nc1nccs1)N(O)C=O,CHEMBL336786,6.84,1.0
CCC[C@@H]([C@@H](CC1CCC(C)CC1)C(=O)N[C@@H](CCC/N=C(/N)N[N+](=O)[O-])C(=O)Nc1nccs1)N(O)C=O,CHEMBL335009,6.94,1.0
CCC[C@@H]([C@@H](CC1CCCCC1)C(=O)N[C@@H](CCC/N=C(/N)N[N+](=O)[O-])C(=O)Nc1nccs1)N(O)C=O,CHEMBL337042,7.26,1.0
CCC[C@@H]([C@@H](Cc1ccc(C)s1)C(=O)N[C@@H](CCC/N=C(/N)NS(=O)(=O)c1ccccn1)C(=O)Nc1nccs1)N(O)C=O,CHEMBL133314,6.42,1.0
CCC[C@@H]([C@@H](Cc1ccc(C)s1)C(=O)N[C@@H](CCC/N=C(/N)N[N+](=O)[O-])C(=O)Nc1nccs1)N(O)C=O,CHEMBL135075,6.72,1.0
CCC[C@H](C(=O)NO)N(Cc1cccnc1)S(=O)(=O)c1ccc(OC)cc1,CHEMBL5560889,6.16,1.0
CCC[C@H](C(=O)O)N(Cc1cccnc1)S(=O)(=O)c1ccc(OC)cc1,CHEMBL5542686,5.06,0.0
CCCc1ccc(C#Cc2ccc(SC(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,CHEMBL211036,8.01,1.0
CCN(CC)CC#CCN(c1c(C)cc(Br)cc1C(=O)NO)S(=O)(=O)c1ccc(OC)cc1,CHEMBL100134,7.85,1.0
CCN(CC)CC#CCN(c1c(C)cccc1C(=O)NO)S(=O)(=O)c1ccc(OC)cc1,CHEMBL320383,7.96,1.0
CCN(CC)CC#CCOc1ccc(S(=O)(=O)N(C)c2c(C)cc(Br)cc2C(=O)NO)cc1,CHEMBL277206,5.55,1.0
CCN(CC)CCOc1ccc(CC(C)(C(=O)NO)S(=O)(=O)c2ccc(OC)cc2)cc1,CHEMBL76674,7.89,1.0
CCN(CC)CCOc1ccc(CCC(Cc2cc3ccc(C)cc3oc2=O)C(=O)NO)cc1,CHEMBL1630091,4.64,0.0
CCN(CC)COc1ccc(CC(C)(C(=O)NO)S(=O)(=O)c2ccc(-c3ccco3)cc2)cc1,CHEMBL310472,8.4,1.0
CCN(CC)COc1ccc(CC(C)(C(=O)NO)S(=O)(=O)c2ccc(Br)cc2)cc1,CHEMBL80146,7.24,1.0
CCN(CC)Cc1cc(C)c(N(Cc2ccccc2)S(=O)(=O)c2ccc(OC)cc2)c(C(=O)NO)c1,CHEMBL71309,8.3,1.0
CCN(CC)Cc1cccc(C(=O)NO)c1N(C)S(=O)(=O)c1ccc(OC)cc1,CHEMBL101981,8.1,1.0
CCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2nc(-c3ccc(C)s3)no2)cc1,CHEMBL5267731,7.44,1.0
CCN(c1cccn(O)c1=O)S(=O)(=O)c1ccc(Oc2ccccc2)cc1,CHEMBL403412,8.44,1.0
CCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(OC)cc2)CC1,CHEMBL310342,6.44,1.0
CCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)CC1,CHEMBL1801427,8.82,1.0
CCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC1,CHEMBL78549,9.0,1.0
CCNC(=O)CCC(NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,CHEMBL5205275,8.92,1.0
CCNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,CHEMBL3828315,5.06,0.0
CCNC(=O)CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,CHEMBL4164016,5.32,0.0
CCNC(=O)P(=O)(O)O,CHEMBL94348,5.52,1.0
CCOC(=O)N1CCC(C(NS(=O)(=O)c2ccc(-c3ccc(OC)cc3)cc2)C(=O)O)CC1,CHEMBL83955,7.02,1.0
CCOC(=O)NNC(=O)Cn1c(=O)c(Cc2ccccc2)nc2ccccc21,CHEMBL4862110,8.35,1.0
CCOC(=O)c1cc2cc(-c3cc(C(=O)NCc4ccc(C(=O)O)cc4)nn3C)ccc2[nH]1,CHEMBL1939876,5.05,0.0
CCOCCC1(Oc2ccc(-c3cccc(CNC(=O)c4nc5ccccc5c(=O)[nH]4)c3)cc2)C(=O)NC(=O)NC1=O,CHEMBL3926071,5.8,1.0
